latitude,longitude,hour,day_of_week,impact_distance,event_cause,event_type,requires_road_closure,priority
12.9272683,77.5817867,1,4,78.65143287483376,7,1,0,Low
12.95876021,77.66366888,12,0,0.0012908636374508286,15,0,1,High
12.9171178,77.5851136,1,4,78.65304688684337,14,1,0,Low
12.9829216,77.6378449,2,4,78.71588920915651,14,1,0,High
12.9233433,77.655885,3,4,78.72387996778919,14,1,0,High
12.95410975,77.54372584,2,4,78.61830815124507,14,1,0,High
13.03115,77.5872166,20,6,78.67392865529098,14,1,0,High
12.9537342,77.5426696,3,4,78.61720446835422,14,1,0,High
12.9363031,77.7054752,4,4,78.77492503298802,4,0,0,Low
12.9510377,77.5747268,21,6,78.64837961205214,8,0,0,Low
13.0269436,77.5435876,6,4,78.63020563012954,14,1,0,High
13.044349,77.562629,19,6,78.65186875227722,14,1,0,High
13.0394834,77.5896122,18,6,78.67767185603083,14,1,0,High
12.9276546,77.6209382,19,6,78.6901156467896,14,1,0,High
12.9919839,77.5753274,21,6,78.6557249465991,14,1,0,Low
12.9560609,77.5462605,21,6,78.62112967630502,14,1,0,High
12.9115311,77.5531343,5,4,78.62058429635398,14,1,0,Low
12.9809837,77.6111124,6,4,78.68920323516498,14,1,0,High
12.8771996,77.59532,7,4,78.65656969027215,6,1,0,High
12.9666907,77.6093903,4,4,78.68514809318974,14,1,0,High
12.9682253,77.5679771,4,4,78.6445544129896,14,1,0,Low
12.9773929,77.5641878,6,2,78.64232928617157,6,1,0,High
13.0012616,77.6190522,9,4,78.70038162307702,14,1,0,High
12.9297295,77.6329641,20,4,78.7023190248868,7,1,0,Low
13.0417472,77.5470996,8,4,78.63612291053666,14,1,0,High
13.0395592,77.519242,8,4,78.60828826774483,14,1,0,High
13.0444623,77.5821031,5,4,78.67109201044022,3,1,0,High
12.971819,77.6067273,5,4,78.68336679619986,14,1,0,High
13.0096217,77.5271817,6,4,78.61115798105206,14,1,0,Low
12.9767271,77.5139048,20,4,78.59262613993337,14,1,0,Low
12.9114369,77.5534029,5,4,78.62083377955496,14,1,0,Low
13.0022687,77.5259577,21,4,78.60873430255184,14,1,0,Low
12.9063191,77.5869003,20,4,78.65303662843009,14,1,0,High
12.988752,77.5105533,20,4,78.59130709811133,14,1,0,High
13.04239208,77.62506662,21,4,78.71311808668162,16,1,0,High
13.0079964,77.6922572,0,5,78.77369357325684,14,1,0,Low
12.9928216,77.5834901,0,5,78.66391389465836,14,1,0,High
12.9139817,77.6778533,22,4,78.74401448138299,14,1,0,Low
12.9697729,77.7009022,21,4,78.77591771456261,4,0,0,High
13.0013441,77.6787302,20,4,78.75925389369174,14,1,0,High
12.88601305,77.50546757,12,0,0.023135309773529265,15,0,1,Low
12.9889708,77.5078533,1,5,78.58868039111977,6,1,0,High
13.032588,77.5334587,1,5,78.6211521663372,14,1,0,High
12.90458,77.6016321,23,4,78.66728347642463,14,1,0,High
13.0405969,77.5893434,22,4,78.67759132530313,14,1,0,High
13.0251683,77.6597733,2,5,78.74449439961322,14,1,0,Low
13.0429073,77.5903872,2,5,78.67900365842412,14,1,0,High
12.919975,77.6200246,3,5,78.68795316250912,14,1,0,High
12.9507688,77.6995792,4,5,78.77148608708691,14,1,0,High
12.9760811,77.5881658,3,5,78.66576226619854,14,1,0,Low
12.9123815,77.5672185,3,5,78.63461694335571,16,1,0,High
12.9128853,77.6003295,23,4,78.66736137229674,14,1,0,High
12.9084083,77.6282267,4,5,78.69414581419701,14,1,0,High
13.0409777,77.5453239,5,5,78.63424418233959,14,1,0,High
12.9754646,77.6130964,4,5,78.69024980505239,14,1,0,High
12.8701487,77.6533914,5,5,78.71270496864979,14,1,0,High
13.0412633,77.6224617,6,5,78.71036214392547,6,1,0,High
12.9750673,77.5522502,6,5,78.6301715788725,11,1,0,High
12.9823019,77.6333868,7,5,78.7113899550831,14,1,0,High
12.9170192,77.5734491,4,5,78.64152459282221,14,1,0,Low
12.9581664,77.5541415,4,5,78.6292499026419,14,1,0,High
13.0444469,77.5829371,5,5,78.67191191263548,3,1,0,High
13.0403449,77.5442776,7,5,78.63310742694084,14,1,0,High
12.96984981,77.74995681,9,5,78.8243159694445,14,1,0,Low
12.9531858,77.5418331,8,5,78.61628904290495,14,1,0,High
13.0576167,77.4717417,8,5,78.5644456221492,6,1,0,Low
12.9610365,77.6383557,11,5,78.71278640064813,14,1,0,High
12.9759083,77.6126967,4,5,78.68992874095261,14,1,0,High
12.9224,77.6582723,8,5,78.72608003946942,14,1,0,High
12.84974901,77.58841351,12,0,0.006731859404843362,15,0,1,Low
12.8016982,77.7102952,12,5,78.7576882397841,14,1,0,Low
12.8020944,77.7091929,12,5,78.75666500173762,14,1,0,Low
12.9528091,77.5374448,18,5,78.61189865213848,14,1,0,High
13.1330567,77.695735,19,5,78.79787062780085,2,1,0,Low
12.969732,77.7005722,21,5,78.77558548407772,4,0,0,High
12.9985422,77.6004573,16,5,0.002136615980935753,4,1,1,Low
12.9957499,77.6019535,16,5,0.00021489032086167336,4,1,1,Low
12.9747652,77.5770774,21,5,78.65460870108453,6,1,0,Low
12.8558344,77.52546483,12,0,0.0359379261773415,15,0,1,Low
12.8642767,77.6578583,20,5,78.71615190516519,2,1,0,Low
12.9769148,77.5892897,19,5,78.66700829367407,14,1,0,Low
12.9125622,77.5673106,0,6,78.63473746561212,6,1,0,High
13.0347162,77.5340129,21,5,78.62205150459957,14,1,0,High
12.9735163,77.5797975,21,5,78.657085537969,14,1,0,Low
13.0288936,77.5401833,23,5,78.62717147804389,14,1,0,High
12.9234922,77.61877,0,6,78.68729317339846,14,1,0,High
12.9560396,77.6211669,1,6,78.69500945444015,6,1,0,Low
13.0304134,77.5372098,0,6,1.4698639389457969e-05,4,0,1,High
13.0413786,77.621576,0,6,78.70950778979827,3,1,0,High
12.9671821,77.5944014,19,5,9.480005274128592e-05,14,1,1,High
13.0773066,77.4310221,20,5,78.52756924393555,14,1,0,Low
12.9700189,77.587367,2,6,78.66397465332557,14,1,0,High
12.9700189,77.587367,2,6,78.66397465332557,14,1,0,High
12.9662158,77.6066903,3,6,78.68240674694873,14,1,0,High
12.9616217,77.5605746,23,5,78.63616451338453,14,1,0,High
12.8906153,77.598287,2,6,78.66169403303594,14,1,0,High
13.0755,77.4322525,2,6,78.5284816322954,14,1,0,Low
12.9672067,77.5942167,23,5,78.67026703200571,14,1,0,High
12.8387034,77.677288,3,6,0.000739658549598431,14,1,1,Low
12.9895692,77.5929043,2,6,78.67266174288594,14,1,0,Low
13.0425383,77.5875,2,6,78.6760952358273,14,1,0,High
12.9669716,77.5878694,5,6,7.60185503672119e-05,6,1,1,High
12.9670049,77.5880678,5,6,78.66416897809334,14,1,0,High
12.9873679,77.5880617,4,6,78.66752216342496,14,1,0,High
13.1405683,77.6175583,5,6,78.72204196856725,14,1,0,High
12.9661525,77.606514,5,6,78.68222242594227,14,1,0,High
13.0429419,77.5510705,4,6,78.64023695985883,14,1,0,High
13.042595,77.5500417,2,6,78.639164873527,14,1,0,High
12.9743893,77.578041,2,6,78.65549709400885,14,1,0,Low
13.0208989,77.5283508,5,6,0.000146950127594453,4,0,1,Low
12.9715774,77.58688,6,6,3.363108680084656e-05,14,1,1,Low
13.0324115,77.5408009,6,6,78.62836354470804,14,1,0,High
12.9698083,77.5870921,6,6,5.1629545815776084e-05,14,1,1,High
12.9899532,77.5027422,6,6,78.58380197380279,14,1,0,High
12.90516945,77.4710541,12,0,0.0015148097556163646,15,0,1,High
13.0816411,77.548486,7,6,78.64411621196722,14,1,0,Low
12.8806254,77.5963183,22,4,78.65811543896814,7,1,0,High
12.9982874,77.584033,7,6,78.66535229615442,14,1,0,High
13.0187546,77.5575815,7,6,78.6426501299655,14,1,0,High
13.0391447,77.5200292,7,6,78.60899580630954,14,1,0,High
12.8893226,77.5978201,22,4,78.6610216140042,7,1,0,High
13.0065301,77.6875972,5,6,78.76885541857044,14,1,0,Low
12.9899396,77.5027743,5,6,78.58383138412373,14,1,0,High
12.88032054,77.49681914,12,0,0.03796151332906722,15,0,1,Low
12.9892555,77.5008041,8,6,78.58177520641065,8,1,0,High
13.1824777,77.6396999,6,6,78.75087757525662,14,1,0,High
12.938803,77.7474107,22,6,78.81670186976415,3,1,0,Low
12.9832629,77.5970564,8,6,78.67571593239745,14,1,0,High
12.8800628,77.5956054,8,6,78.65732003522909,14,1,0,High
12.8800913,77.595619,8,6,78.6573381185093,14,1,0,High
13.0434302,77.6083468,10,6,78.69680148780726,2,1,0,High
13.0460978,77.5652014,19,6,78.65469557521489,14,1,0,High
12.97888794,77.59952643,12,0,78.67743027272398,10,0,0,High
13.0458026,77.5066638,20,6,78.5969204160341,6,1,0,High
12.8779683,77.6468617,20,6,78.7075422014608,14,1,0,High
12.9663203,77.6067507,20,6,78.68248354198121,14,1,0,High
13.0497262,77.5925855,21,6,78.68230219350332,14,1,0,High
12.9455071,77.5280189,5,6,0.0005944543884910789,14,1,1,High
12.9358567,77.6074868,7,6,78.6781951748711,14,1,0,Low
12.9525136,77.5414564,20,6,78.61580673879322,14,1,0,High
13.038477,77.6254178,20,6,78.71281579961477,14,1,0,High
12.8778777,77.6459877,20,6,78.7066651559111,14,1,0,High
12.959984,77.5719862,1,0,78.64715016002326,2,1,0,Low
13.0065695,77.5785283,0,0,78.66129228122452,14,1,0,Low
12.9387798,77.7473658,22,6,78.81665377032888,3,1,0,Low
13.0126147,77.6258667,23,6,78.7089786635351,14,1,0,High
12.9900947,77.5035716,0,0,78.58464335397403,6,1,0,High
13.0359683,77.5892831,2,0,78.67676481332053,6,1,0,High
13.0359622,77.5892993,2,0,78.67677977869207,6,1,0,High
13.03203291,77.53807068,0,0,78.62560833814896,9,1,0,High
13.0103336,77.697394,1,0,78.77914581140446,16,1,0,Low
13.0683114,77.5927336,2,0,78.68553278950291,14,1,0,High
12.90407078,77.47050641,12,0,0.035080472901105046,15,0,1,High
13.012515,77.55441,5,0,78.63848966678674,11,1,0,High
13.0961315,77.5982632,4,0,78.6956104997081,14,1,0,High
12.9067999,77.4733536,3,0,78.54111026519342,14,1,0,High
12.9209377,77.6646998,7,0,78.7321803716333,14,1,0,High
13.0394949,77.5188449,3,0,78.60788600310647,14,1,0,High
12.9659918,77.6172264,6,0,78.69276191230375,14,1,0,Low
12.90123929,77.46726094,12,0,0.004366285490860931,15,0,1,High
13.0034417,77.5840917,6,0,78.66626202483062,14,1,0,High
12.98875447,77.47251828,12,0,0.002726785227515519,15,0,1,Low
12.98773709,77.55986202,12,0,0.004307932853294377,4,0,1,Low
12.9277653,77.6205373,19,0,78.68973838050661,7,1,0,High
12.99965,77.67486,20,0,78.75515713997464,14,1,0,High
12.983448,77.7527716,18,0,78.82933092098696,6,1,0,Low
13.04013,77.5187098,23,6,78.60785812801106,14,1,0,High
12.9701113,77.5128313,20,0,78.59047527071361,14,1,0,Low
13.0079479,77.6923977,19,0,78.77382413558503,13,1,0,Low
12.9169884,77.5864023,23,6,78.65429683865453,14,1,0,Low
12.9693524,77.7006637,20,0,78.77561323846285,4,0,0,High
12.9780361,77.5844453,23,0,8.428439950457078e-05,6,1,1,Low
13.0329723,77.5409064,1,0,78.62856053817931,14,1,0,High
13.0830306,77.594048,20,0,78.68927483912175,14,1,0,High
12.9624901,77.5048062,21,0,7.951100548107796e-06,14,1,1,Low
13.0273934,77.5354013,21,0,78.62220699999718,7,1,0,Low
12.9121791,77.5996927,21,0,78.6666172925016,13,1,0,High
12.9770639,77.5840232,23,0,0.0010624913599658358,6,1,1,Low
13.0408889,77.6173675,1,1,78.70527632206242,14,1,0,High
12.9813487,77.586468,1,1,78.66495681550975,14,1,0,Low
13.010537,77.5066748,1,0,78.59108544600541,14,1,0,Low
13.0422785,77.5147766,0,1,78.60433588434846,14,1,0,High
12.9169501,77.5883272,2,0,78.65618931514639,6,1,0,Low
13.0113867,77.54519,1,2,0.00014091415826886005,4,0,1,Low
12.9611979,77.558602,2,1,1.400571312727357e-05,14,1,1,High
12.9170026,77.5888015,2,0,78.6566657974695,14,1,0,Low
12.967055,77.5883516,1,0,78.6644571542844,14,1,0,High
12.9814448,77.5865738,1,1,78.66507702353245,14,1,0,Low
13.0189656,77.5838671,2,1,78.66860809423571,14,1,0,High
13.0413286,77.6226459,4,1,78.71055461734446,14,1,0,High
12.9922698,77.6102106,23,0,78.69017641314794,14,1,0,Low
12.9757319,77.5622752,2,1,78.64016882319882,14,1,0,High
13.0406477,77.5176753,1,1,78.60692384486079,14,1,0,High
12.9870361,77.5193546,2,0,78.59970384335583,14,1,0,High
13.0361893,77.5255195,2,1,78.61391992014083,14,1,0,High
13.05688083,77.47401009,12,0,0.0033341432229928177,15,0,1,Low
12.8925839,77.5999375,3,0,78.66364484069148,14,1,0,High
12.9895592,77.5017408,4,0,78.58274922170061,7,1,0,High
13.05526533,77.47825398,12,0,0.004226558986376421,15,0,1,Low
13.029682,77.5381588,5,1,78.62530561540058,14,1,0,High
12.9612139,77.5589235,4,1,78.63446877953972,14,1,0,High
12.90123143,77.46735197,12,0,0.004371118102602877,15,0,1,High
12.9684489,77.7013454,4,0,78.77613689336391,14,1,0,High
13.0670028,77.6517305,6,1,78.7434937745325,4,0,0,Low
13.0299433,77.5631657,6,1,78.65001014498898,13,1,0,Low
13.0242951,77.6437549,5,1,78.72855224010637,14,1,0,High
13.0451595,77.5079599,4,1,78.59809179770492,14,1,0,High
13.0451918,77.5080196,4,1,78.59815603061416,14,1,0,High
13.0467948,77.5037252,4,1,78.59418728144227,14,1,0,Low
12.9689732,77.5875001,5,1,78.66393352502669,14,1,0,High
13.041398,77.6223102,5,1,78.71023505605498,3,1,0,High
12.9900222,77.5994434,7,0,78.67918589275246,14,1,0,Low
12.997975,77.553098,8,1,78.63479105013397,14,1,0,High
13.0956139,77.5977404,7,0,78.69500885446081,14,1,0,High
13.0389423,77.5198575,9,0,78.60879291226291,14,1,0,High
12.9603835,77.5627726,7,0,78.63812837209684,8,0,0,High
13.0074068,77.6894547,8,1,78.77083218580363,14,1,0,Low
12.9900222,77.5994434,7,0,78.67918589275246,14,1,0,Low
13.0298692,77.5868639,8,0,78.67336869110304,2,1,0,High
12.9556017,77.5456522,10,1,1.810441934125896e-05,2,1,1,High
13.096255,77.600185,19,1,78.69752605424932,4,1,0,High
12.9759979,77.5877267,5,1,78.66531545716128,14,1,0,Low
13.0452516,77.5807066,6,1,78.66984572161424,3,1,0,High
13.034193,77.5299535,8,1,78.6179615410716,14,1,0,High
12.9470254,77.5316674,8,1,78.60524738547973,14,1,0,High
13.0353033,77.52756,11,1,78.61578525764779,14,1,0,High
13.0829633,77.59313,12,1,78.68835842680953,14,1,0,High
13.0357761,77.5311057,7,1,78.61936027209777,14,1,0,High
13.0074068,77.6894547,8,1,78.77083218580363,14,1,0,Low
12.9284472,77.6000362,20,0,78.66962797194671,14,1,0,High
13.0467206,77.5917186,19,1,7.522153946178232e-05,14,1,1,High
12.935647,77.6933481,17,1,78.7628548384096,14,1,0,High
13.0460337,77.5049771,18,0,78.59529547354002,14,1,0,High
12.9283986,77.5999618,20,0,78.66954659664654,14,1,0,High
13.0081053,77.6956329,18,1,78.77704091438984,14,1,0,Low
13.0091574,77.6622936,20,1,78.74433327846884,2,1,0,High
12.9721302,77.6070396,12,0,78.68372612809918,4,0,0,High
12.9888515,77.5084027,20,0,78.58920251786769,14,1,0,High
13.1173777,77.5777874,21,1,78.67895967540532,4,1,0,Low
13.11539,77.6071067,18,1,78.70753753737493,14,1,0,High
12.9433634,77.5778127,21,1,78.65016007244195,2,1,0,Low
12.9694819,77.7006441,20,1,78.7756152264728,4,0,0,High
12.9434044,77.5778786,21,1,78.65023182126215,2,1,0,Low
12.9880117,77.5098991,20,1,78.5905395477822,14,1,0,High
13.0193245,77.5529483,23,1,78.63817521063655,14,1,0,High
12.9587208,77.5931516,22,1,78.66781819774167,14,1,0,Low
13.0382283,77.626245,19,1,78.7135903767764,3,1,0,High
12.9255592,77.6087154,20,1,78.67771467620867,4,0,0,Low
12.9853022,77.6436693,20,1,78.72202649572156,14,1,0,High
12.9695714,77.700534,21,0,78.77552136409415,4,0,0,High
12.9959395,77.5959461,21,0,78.67671380174548,16,1,0,Low
13.1029761,77.5856628,21,0,78.68432534369519,7,1,0,Low
13.1028933,77.5855267,21,0,78.68417735572761,7,1,0,Low
13.025746,77.5210641,23,1,78.60779502093177,6,1,0,Low
12.9360068,77.7070682,23,1,78.77644775038473,8,0,0,Low
12.9795816,77.5819175,0,2,78.66017710053713,6,1,0,Low
13.0474691,77.5723147,22,0,78.6619377960605,14,1,0,High
12.9618689,77.596462,0,2,78.67160199397387,6,1,0,High
13.0369084,77.5894315,20,0,78.67706693264044,14,1,0,High
12.984991,77.5722494,1,2,78.65153443033316,6,1,0,Low
13.0369092,77.5894681,20,0,78.67710315924172,14,1,0,High
13.0310562,77.5405823,20,0,78.62792334222385,14,1,0,High
12.9543416,77.6804399,2,2,78.75319491517155,4,1,0,High
13.0410583,77.622995,0,2,78.71085410763895,14,1,0,High
12.9665342,77.5050712,3,2,78.5822312668509,14,1,0,Low
13.0036663,77.6171413,1,2,78.69889427956356,2,1,0,High
13.0460949,77.6022145,3,2,78.69119574287721,14,1,0,High
13.0803194,77.5925547,23,1,78.68735159146296,14,1,0,High
12.9680242,77.6003686,23,1,78.67646953510085,14,1,0,High
13.0368728,77.5892809,0,2,3.503041535538634e-05,14,1,0,High
12.9378809,77.5211092,4,2,78.5933275398167,14,1,0,High
12.989572,77.5016956,22,0,78.5827067593007,11,1,0,High
12.9665079,77.5871803,1,2,78.66321169406618,14,1,0,High
12.95932396,77.65444326,1,2,78.72837249378898,14,1,0,High
12.9663931,77.5871595,3,2,78.66317225552353,2,1,0,High
12.9680089,77.6004777,5,2,78.67657462103111,14,1,0,High
12.9393156,77.6355349,22,0,78.70643027990484,6,1,0,High
12.9375353,77.5208464,20,0,78.59301143365826,14,1,0,High
12.9982847,77.6722483,0,1,78.75235590837336,14,1,0,Low
12.9752471,77.5706111,21,0,78.64831049509901,14,1,0,Low
12.93753,77.6274494,0,1,78.69816124186423,14,1,0,High
12.9715101,77.5684949,23,0,78.64560684059681,13,1,0,Low
13.0655698,77.4533063,20,0,78.54758921189301,14,1,0,Low
12.9688585,77.5901555,21,0,78.66653368051246,14,1,0,High
12.9703792,77.6066712,6,2,78.68307410959933,14,1,0,High
12.9211004,77.6003174,1,1,78.66869832485868,14,1,0,High
12.8602848,77.5902661,6,2,78.64881638401127,7,1,0,High
12.9768056,77.5856935,7,2,78.66344334858559,14,1,0,Low
12.9723745,77.5866446,6,2,78.66365056654159,14,1,0,Low
13.1036169,77.6005732,2,1,78.69913428259883,14,1,0,High
12.9101768,77.6271689,5,2,78.69339245728567,14,1,0,High
12.9388153,77.6191067,4,2,78.69014338704372,14,1,0,Low
13.0220829,77.5632262,4,2,78.64876795987868,14,1,0,Low
13.0448569,77.581621,4,2,78.67068201388061,3,1,0,High
12.9570961,77.5742402,5,2,78.64889752534317,14,1,0,Low
13.0292785,77.5396722,7,2,78.62673122490858,14,1,0,High
13.0189097,77.5838452,2,1,78.66857724526558,14,1,0,High
13.0694166,77.4455675,12,2,78.54059826396417,6,1,0,Low
12.8570928,77.5889739,8,2,78.6470196900219,14,1,0,High
13.0079374,77.5487917,7,2,0.00016299871164903433,14,1,1,High
12.9875536,77.4751319,3,1,78.55617487782402,14,1,0,Low
13.001201,77.5840085,9,2,78.66580961491766,14,1,0,High
13.0084486,77.6946979,10,2,78.77617543871438,14,1,0,Low
13.1340883,77.616595,18,2,78.72001076515566,14,1,0,High
12.92118559,77.62042489,19,2,78.68854679783682,14,1,0,High
13.0778533,77.4301137,18,2,78.52676457445098,2,1,0,Low
12.9651411,77.5980377,7,2,78.67369534115919,14,1,0,High
12.9636801,77.5843185,6,2,78.6599229521907,14,1,0,High
12.9386121,77.7473707,2,1,78.81663107388874,14,1,0,Low
12.9025054,77.6316334,20,2,78.69653836064852,14,1,0,High
13.048064,77.5004272,2,1,78.59114575020901,14,1,0,Low
13.0466837,77.5019219,20,2,78.59239055889282,14,1,0,Low
12.9696034,77.7005489,20,2,78.77554132923862,4,0,0,High
12.8785233,77.6096717,21,2,78.67094446980045,7,1,0,Low
12.92115128,77.62051642,21,2,78.68863145148818,14,1,0,High
13.0160987,77.562282,21,2,78.64684618225746,14,1,0,High
13.1188317,77.577265,20,2,78.67868701276826,4,1,0,Low
12.9900352,77.5929919,1,1,78.67282508268471,14,1,0,Low
13.0414005,77.6226506,21,2,78.71057116532113,6,1,0,High
13.0567366,77.5467281,4,1,78.63824393802997,14,1,0,Low
12.9853023,77.6435876,19,2,78.72194593136821,14,1,0,High
12.9520767,77.540499,21,2,78.61479044055058,14,1,0,High
12.9884265,77.6894444,22,2,78.7676900392959,14,1,0,High
12.9939612,77.5957973,22,2,78.67624029076245,14,1,0,Low
13.016978,77.6295862,23,2,78.71336843151687,13,1,0,High
13.0264,77.544019,22,2,78.63054101068084,14,1,0,High
12.9174564,77.5802737,21,2,78.64832831798026,14,1,0,Low
12.9171847,77.5817486,21,2,78.64973856541111,14,1,0,Low
13.0078569,77.662523,18,2,78.74434468491313,14,1,0,High
12.964707,77.5727963,21,2,78.64872760189539,14,1,0,High
12.9619885,77.5843182,4,1,0.0001459334437349266,14,1,1,High
12.9878367,77.5128914,20,2,78.59346178489697,14,1,0,High
12.9762198,77.5645931,21,2,78.6425354567519,14,1,0,High
13.0437161,77.6019219,3,1,78.69051284793548,14,1,0,High
12.9999193,77.583985,5,1,78.66557461994883,6,1,0,High
12.9594917,77.6529369,5,1,78.72691429439966,14,1,0,High
13.0443032,77.5819616,5,1,78.67092608885066,4,0,0,High
12.9519749,77.5158928,5,1,78.59050381815427,14,1,0,Low
13.0576081,77.5464455,23,2,78.63810996570083,14,1,0,Low
13.0188053,77.553156,23,2,78.63829408754772,14,1,0,High
13.0186835,77.5575717,0,3,78.64262869509012,16,1,0,High
12.9667558,77.5875476,0,3,78.66361483277448,14,1,0,High
13.0209048,77.5286592,1,3,78.61448313867113,14,1,0,Low
13.0023819,77.6160362,2,3,78.69759215168631,11,1,0,Low
13.1067566,77.6006731,2,3,78.69975561680421,2,1,0,High
12.9235986,77.5803287,2,3,78.64939161858764,14,1,0,Low
13.0209014,77.5287807,2,3,78.61460239737407,6,1,0,Low
12.9893938,77.506206,3,1,78.58712566194234,14,1,0,High
13.0413212,77.6224065,4,1,78.710317300166,3,1,0,High
12.9169898,77.5968145,6,1,78.66456792000267,14,1,0,High
12.9129912,77.5667494,5,1,78.63425433113535,14,1,0,High
13.021709,77.5519174,6,1,78.63755335523291,14,1,0,High
13.0491879,77.4962055,5,1,78.58716925648702,14,1,0,Low
12.9255742,77.6174592,5,3,78.6863421507403,14,1,0,High
12.9844596,77.6412874,4,3,78.71953823691695,14,1,0,High
12.8972718,77.5999018,1,3,78.66437808342934,14,1,0,High
12.9019622,77.6011975,5,3,78.66642537985462,8,0,0,High
12.95566159,77.72065301,5,3,78.79307756101055,14,1,0,High
13.0445101,77.5828738,4,3,78.67185996794362,3,1,0,High
13.04144,77.6222532,4,3,78.71018580284581,3,1,0,High
12.9736801,77.6109701,6,1,78.68785837217983,14,1,0,High
12.9669106,77.5680574,6,1,78.64441683500544,14,1,0,Low
13.0020899,77.5839781,6,1,78.66592654757815,14,1,0,High
12.8862945,77.6409252,6,1,78.70304855501294,14,1,0,High
12.9225247,77.6194594,5,3,78.6878143181672,14,1,0,High
12.92108,77.5734531,6,3,78.64219563455931,14,1,0,Low
13.0141472,77.5704446,7,3,78.65457331131444,14,1,0,Low
13.0288605,77.54001,10,1,78.62699508901862,14,1,0,High
12.91427815,77.61741195,23,4,0.0013973867652185535,4,0,1,Low
12.9567539,77.7013119,11,1,0.0005980243556847846,4,0,1,High
12.9575137,77.5522652,19,1,78.62729169275015,14,1,0,High
13.147734,77.6187076,8,3,78.72437156833361,14,1,0,High
12.9877075,77.5502777,7,3,78.63031296804479,14,1,0,High
12.929445,77.5628717,6,3,78.6331330569925,14,1,0,Low
12.9541423,77.5436141,9,3,78.61820330189674,14,1,0,High
12.9707357,77.6198667,6,3,78.69614787983605,14,1,0,High
12.9480623,77.5985345,8,3,78.671372645152,14,1,0,Low
12.9520172,77.544036,9,3,78.61826930630305,6,1,0,High
12.9216369,77.6214779,7,3,78.6896596228223,14,1,0,High
13.01898142,77.65531138,19,1,78.7390707510513,14,1,0,High
13.0360276,77.5892476,19,1,78.67673962946144,14,1,0,High
13.0438244,77.55628,20,1,78.64552067610994,14,1,0,High
13.0289783,77.540115,10,3,78.62711815751037,14,1,0,High
13.1198,77.576805,20,3,78.67839491275876,6,1,0,Low
13.2572966,77.7126622,19,3,78.83535868727738,14,1,0,Low
13.0251258,77.5852107,20,3,78.67095284454881,2,1,0,High
13.003189,77.680613,18,3,78.76141542802218,2,1,0,High
12.9316347,77.6889171,18,1,78.75782511080989,14,1,0,High
12.9255403,77.6175176,20,1,78.68639418878739,14,1,0,High
12.9695804,77.7005848,20,1,78.77557295262318,4,0,0,High
12.9803302,77.5719733,21,1,78.65049277504207,6,1,0,Low
12.9812197,77.5704953,18,1,78.64918185198744,14,1,0,Low
12.981241,77.5705792,18,1,78.649268116897,14,1,0,Low
12.9826166,77.569553,20,1,78.64848305213779,14,1,0,Low
12.9047523,77.5857161,20,3,78.65161139273724,14,1,0,High
12.9765795,77.611037,20,3,78.68840244747118,14,1,0,High
12.9823051,77.5644614,19,3,78.64340988272048,14,1,0,Low
12.9822785,77.5644264,19,3,78.64337097182813,14,1,0,Low
13.0162183,77.7092396,21,1,5.186607754135241e-05,8,0,1,Low
12.9830361,77.5972224,23,3,78.67584222980372,6,1,0,High
12.9982796,77.6718061,19,3,78.75191893151413,14,1,0,Low
13.1037653,77.6013994,0,4,78.69997365867287,11,1,0,High
12.9681289,77.7017436,22,1,78.77647698169268,6,1,0,High
12.9275467,77.621335,22,1,78.69048932916166,7,1,0,High
12.9981229,77.552898,20,1,78.63461824871987,14,1,0,High
12.9389553,77.6945893,22,1,78.76462258368964,14,1,0,High
12.95438293,77.54231192,21,1,78.6169585712628,14,1,0,High
12.9720969,77.5867421,22,1,78.66370095332981,13,1,0,Low
12.9383509,77.6945235,22,1,78.76445839275215,14,1,0,High
12.9758911,77.5644235,20,1,78.6423139456515,14,1,0,High
12.9126457,77.6255959,23,3,78.69224585563576,14,1,0,High
12.9887505,77.4724214,0,4,78.5536995763435,14,1,0,Low
13.0438281,77.5540167,0,4,78.64328933740138,14,1,0,High
12.9377625,77.5850333,20,1,78.65636077691694,14,1,0,Low
12.8399445,77.6769171,23,1,78.73098262389053,14,1,0,Low
13.15527,77.6224983,1,4,78.72936790744863,14,1,0,High
13.032588,77.5334587,3,4,78.6211521663372,14,1,0,High
12.935682,77.5127897,0,4,78.5847595649535,14,1,0,High
12.9695483,77.7531717,1,4,78.82743743466303,14,1,0,Low
12.9207023,77.5802074,0,2,78.64879610109897,7,1,0,Low
12.9684836,77.5874438,1,2,78.66379727868232,14,1,0,High
12.9971793,77.5957187,23,1,78.67669432764623,14,1,0,Low
12.9648556,77.5860566,1,2,78.66183102030651,14,1,0,High
12.997643,77.5695705,1,4,78.65098213696965,14,1,0,Low
12.9227833,77.6003476,1,4,78.66900454346417,14,1,0,High
12.9209907,77.6663196,2,2,78.73378690802843,14,1,0,High
13.0561108,77.632872,1,2,78.72308965094206,8,1,0,High
12.916946,77.5871065,4,4,78.65498451470992,14,1,0,Low
12.9559471,77.7290451,5,4,78.8014023822916,6,1,0,High
13.0622879,77.6333968,5,4,78.72463187521893,14,1,0,High
12.9250715,77.6375839,3,2,78.70611098961535,13,1,0,Low
12.9879187,77.5741471,7,4,78.65388948075136,14,1,0,Low
